Mouvement;Compte;NomCompte;compteFus;Libelle;Date;Debit;debitAvecTVA;Credit;creditAvecTVA;N Piece;Paiement;AouK;mois;annee;quartAnnee;saison;Journal
27460;401056L;O, P, Q DIVERS;O, P, Q DIVERS;168/22 PEKTUS HANGAR SEM.;2022-07-06;1636.13;1636.13;0.0;0.0;1345405;CHQ;A;7;2022;3;3;CCM
27460;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;168/22 PEKTUS HANGAR SEM.;2022-07-06;0.0;0.0;1636.13;1636.13;1345405;CHQ;K;7;2022;3;3;CCM
27461;411000L;CLIENTS DIVERS;CLIENTS DIVERS;LES BOCAUX SALEVE F22/16;2022-05-31;189.03;189.03;0.0;0.0;SALEVE F22/16;;A;5;2022;2;2;VE
27461;703001L;CONSERVES 5.5%;CONSERVES 5.5%;LES BOCAUX SALEVE F22/16;2022-05-31;0.0;0.0;179.17;189.03;SALEVE F22/16;;A;5;2022;2;2;VE
27461;445713L;TVA COLLECTEE 5.5%;TVA COLLECTEE 5.5%;LES BOCAUX SALEVE F22/16;2022-05-31;0.0;0.0;9.86;9.86;SALEVE F22/16;;A;5;2022;2;2;VE
27462;411000L;CLIENTS DIVERS;CLIENTS DIVERS;LES BOCAUX SALEVE F22/16;2022-06-10;0.0;0.0;189.03;189.03;SALEVE F22/16;;A;6;2022;2;3;CCM
27462;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;LES BOCAUX SALEVE F22/16;2022-06-10;189.03;189.03;0.0;0.0;SALEVE F22/16;;K;6;2022;2;3;CCM
27463;627000K;SERVICES BANCAIRES COMMUN.;FRAIS ADMINISTRATIFS;REMB COTIS CM;2022-06-03;0.0;0.0;17.67;17.67;REMB COTIS CM;;K;6;2022;2;3;CCM
27463;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;REMB COTIS CM;2022-06-03;17.67;17.67;0.0;0.0;REMB COTIS CM;;K;6;2022;2;3;CCM
27464;626200K;TELEPHONE COMMUNAUTAIRE;FRAIS ADMINISTRATIFS;76 FREE FIXE;2022-06-02;66.03;66.03;0.0;0.0;PRE;PRE;K;6;2022;2;3;CCM
27464;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;76 FREE FIXE;2022-06-02;0.0;0.0;66.03;66.03;PRE;PRE;K;6;2022;2;3;CCM
27465;626200K;TELEPHONE COMMUNAUTAIRE;FRAIS ADMINISTRATIFS;77 FREE MOBILE;2022-06-13;64.33;64.33;0.0;0.0;PRE;PRE;K;6;2022;2;3;CCM
27465;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;77 FREE MOBILE;2022-06-13;0.0;0.0;64.33;64.33;PRE;PRE;K;6;2022;2;3;CCM
27466;627000K;SERVICES BANCAIRES COMMUN.;FRAIS ADMINISTRATIFS;BANQUE DIGIPASS;2022-06-10;46.67;46.67;0.0;0.0;PRE;PRE;K;6;2022;2;3;CCM
27466;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;BANQUE DIGIPASS;2022-06-10;0.0;0.0;46.67;46.67;PRE;PRE;K;6;2022;2;3;CCM
27467;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;81 LEBONCOIN;2022-06-24;12.48;12.48;0.0;0.0;CBA;CBA;K;6;2022;2;3;CCM
27467;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;81 LEBONCOIN;2022-06-24;0.0;0.0;12.48;12.48;CBA;CBA;K;6;2022;2;3;CCM
27468;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;82 LEBONCOIN;2022-06-25;13.48;13.48;0.0;0.0;CBA;CBA;K;6;2022;2;3;CCM
27468;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;82 LEBONCOIN;2022-06-25;0.0;0.0;13.48;13.48;CBA;CBA;K;6;2022;2;3;CCM
27469;615501K;ENTRETIEN, REPA VEHICULES COMMUN.;VEHICULES;IID PIECE AUTO **********;2022-06-16;89.35;89.35;0.0;0.0;CBA;CBA;K;6;2022;2;3;CCM
27469;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;IID PIECE AUTO **********;2022-06-16;0.0;0.0;89.35;89.35;CBA;CBA;K;6;2022;2;3;CCM
27470;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;304 INTERSTATION;2022-06-17;36.01;36.01;0.0;0.0;CBA;CBA;K;6;2022;2;3;CCM
27470;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;304 INTERSTATION;2022-06-17;0.0;0.0;36.01;36.01;CBA;CBA;K;6;2022;2;3;CCM
27471;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;SUPER U ALICE****;2022-06-24;110.96;110.96;0.0;0.0;CBA;CBA;K;6;2022;2;3;CCM
27471;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;SUPER U *****************;2022-06-24;0.0;0.0;110.96;110.96;CBA;CBA;K;6;2022;2;3;CCM
27472;615501K;ENTRETIEN, REPA VEHICULES COMMUN.;VEHICULES;83 OSCARO;2022-07-06;53.79;53.79;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27472;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;83 OSCARO;2022-07-06;0.0;0.0;53.79;53.79;CBA;CBA;K;7;2022;3;3;CCM
27473;615501K;ENTRETIEN, REPA VEHICULES COMMUN.;VEHICULES;84 123PNEUS;2022-07-07;241.4;241.4;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27473;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;84 123PNEUS;2022-07-07;0.0;0.0;241.4;241.4;CBA;CBA;K;7;2022;3;3;CCM
27474;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;85 SUPER U;2022-07-07;23.24;23.24;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27474;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;85 SUPER U;2022-07-07;0.0;0.0;23.24;23.24;CBA;CBA;K;7;2022;3;3;CCM
27475;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;86 INTERSTATION;2022-07-07;140.41;140.41;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27475;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;86 INTERSTATION;2022-07-07;0.0;0.0;140.41;140.41;CBA;CBA;K;7;2022;3;3;CCM
27476;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;87 INTERSTATION;2022-07-07;149.03;149.03;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27476;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;87 INTERSTATION;2022-07-07;0.0;0.0;149.03;149.03;CBA;CBA;K;7;2022;3;3;CCM
27477;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;88 BELVIBIO;2022-07-09;72.8;72.8;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27477;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;88 BELVIBIO;2022-07-09;0.0;0.0;72.8;72.8;CBA;CBA;K;7;2022;3;3;CCM
27478;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;89 LOU CIGALOUN TABAC;2022-07-09;44.1;44.1;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27478;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;89 LOU CIGALOUN TABAC;2022-07-09;0.0;0.0;44.1;44.1;CBA;CBA;K;7;2022;3;3;CCM
27479;618100K;DOCUMENTATION GENERALE COMMUN.;ENTRETIEN PERSONNEL;90 LE SUDS ARLES;2022-07-10;45.8;45.8;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27479;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;90 LE SUDS ARLES;2022-07-10;0.0;0.0;45.8;45.8;CBA;CBA;K;7;2022;3;3;CCM
27480;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;91 STATION U;2022-07-11;117.04;117.04;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27480;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;91 STATION U;2022-07-11;0.0;0.0;117.04;117.04;CBA;CBA;K;7;2022;3;3;CCM
27481;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;92 LOU CIGALOUN TABAC;2022-07-11;48.0;48.0;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27481;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;92 LOU CIGALOUN TABAC;2022-07-11;0.0;0.0;48.0;48.0;CBA;CBA;K;7;2022;3;3;CCM
27482;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;93 ASF;2022-07-11;3.6;3.6;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27482;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;93 ASF;2022-07-11;0.0;0.0;3.6;3.6;CBA;CBA;K;7;2022;3;3;CCM
27483;606803K;SANTE;ENTRETIEN PERSONNEL;94 PHARMACIE DES ALPILLES;2022-07-11;25.36;25.36;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27483;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;94 PHARMACIE DES ALPILLES;2022-07-11;0.0;0.0;25.36;25.36;CBA;CBA;K;7;2022;3;3;CCM
27484;606803K;SANTE;ENTRETIEN PERSONNEL;95 PHARMACIE DES MANADES;2022-07-11;17.9;17.9;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27484;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;95 PHARMACIE DES MANADES;2022-07-11;0.0;0.0;17.9;17.9;CBA;CBA;K;7;2022;3;3;CCM
27485;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;96 DEUTSCHE BAHN;2022-07-11;152.9;152.9;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27485;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;96 DEUTSCHE BAHN;2022-07-11;0.0;0.0;152.9;152.9;CBA;CBA;K;7;2022;3;3;CCM
27486;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;97 STATION U EXPRESS;2022-07-13;60.0;60.0;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27486;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;97 STATION U EXPRESS;2022-07-13;0.0;0.0;60.0;60.0;CBA;CBA;K;7;2022;3;3;CCM
27487;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;98 INTERSTATION;2022-07-15;30.34;30.34;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27487;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;98 INTERSTATION;2022-07-15;0.0;0.0;30.34;30.34;CBA;CBA;K;7;2022;3;3;CCM
27488;626100K;FRAIS POSTAUX COMMUN.;FRAIS ADMINISTRATIFS;99 LA POSTE;2022-07-15;32.38;32.38;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27488;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;99 LA POSTE;2022-07-15;0.0;0.0;32.38;32.38;CBA;CBA;K;7;2022;3;3;CCM
27489;602104K;ALIMENTATION ANIMAUX COMM;ANIMAUX;100 INTERMARCHE POULES;2022-07-15;5.0;5.0;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27489;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;100 INTERMARCHE POULES;2022-07-15;0.0;0.0;5.0;5.0;CBA;CBA;K;7;2022;3;3;CCM
27490;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;101 INTERMARCHE;2022-07-15;57.43;57.43;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27490;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;101 INTERMARCHE;2022-07-15;0.0;0.0;57.43;57.43;CBA;CBA;K;7;2022;3;3;CCM
27491;626100K;FRAIS POSTAUX COMMUN.;FRAIS ADMINISTRATIFS;102 LAPOSTE EN LIGNE;2022-07-16;225.0;225.0;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27491;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;102 LAPOSTE EN LIGNE;2022-07-16;0.0;0.0;225.0;225.0;CBA;CBA;K;7;2022;3;3;CCM
27492;606300K;FOURNITURES COMMUN.;MATERIEL;103 BRICOMARCHE;2022-07-18;29.1;29.1;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27492;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;103 BRICOMARCHE;2022-07-18;0.0;0.0;29.1;29.1;CBA;CBA;K;7;2022;3;3;CCM
27493;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;104 INTERMARCHE;2022-07-18;123.9;123.9;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27493;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;104 INTERMARCHE;2022-07-18;0.0;0.0;123.9;123.9;CBA;CBA;K;7;2022;3;3;CCM
27494;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;105 SUPER U;2022-07-19;12.6;12.6;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27494;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;105 SUPER U;2022-07-19;0.0;0.0;12.6;12.6;CBA;CBA;K;7;2022;3;3;CCM
27495;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;106 ESSENCE E10;2022-07-19;17.01;17.01;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27495;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;106 ESSENCE E10;2022-07-19;0.0;0.0;17.01;17.01;CBA;CBA;K;7;2022;3;3;CCM
27496;606804K;HABILLEMENT;ENTRETIEN PERSONNEL;107 AUCHAN;2022-07-19;78.43;78.43;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27496;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;107 AUCHAN;2022-07-19;0.0;0.0;78.43;78.43;CBA;CBA;K;7;2022;3;3;CCM
27497;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;108 ASF PEAGE;2022-07-20;4.6;4.6;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27497;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;108 ASF PEAGE;2022-07-20;0.0;0.0;4.6;4.6;CBA;CBA;K;7;2022;3;3;CCM
27498;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;109 PHOTOMATON;2022-07-20;8.0;8.0;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27498;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;109 PHOTOMATON;2022-07-20;0.0;0.0;8.0;8.0;CBA;CBA;K;7;2022;3;3;CCM
27499;606300K;FOURNITURES COMMUN.;MATERIEL;110 ARLES IMPRIM;2022-07-19;59.52;59.52;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27499;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;110 ARLES IMPRIM;2022-07-19;0.0;0.0;59.52;59.52;CBA;CBA;K;7;2022;3;3;CCM
27500;606300K;FOURNITURES COMMUN.;MATERIEL;111 BRICOMARCHE;2022-07-21;7.8;7.8;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27500;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;111 BRICOMARCHE;2022-07-21;0.0;0.0;7.8;7.8;CBA;CBA;K;7;2022;3;3;CCM
27501;602104K;ALIMENTATION ANIMAUX COMM;ANIMAUX;112 INTERMARCHE POULES;2022-07-21;23.5;23.5;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27501;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;112 INTERMARCHE POULES;2022-07-21;0.0;0.0;23.5;23.5;CBA;CBA;K;7;2022;3;3;CCM
27502;606300K;FOURNITURES COMMUN.;MATERIEL;113 BRICOMARCHE;2022-07-21;17.98;17.98;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27502;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;113 BRICOMARCHE;2022-07-21;0.0;0.0;17.98;17.98;CBA;CBA;K;7;2022;3;3;CCM
27503;606300K;FOURNITURES COMMUN.;MATERIEL;114 APILLES CYCLES;2022-07-21;14.0;14.0;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27503;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;114 APILLES CYCLES;2022-07-21;0.0;0.0;14.0;14.0;CBA;CBA;K;7;2022;3;3;CCM
27504;606300K;FOURNITURES COMMUN.;MATERIEL;115 RS CYCLES;2022-07-23;18.0;18.0;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27504;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;115 RS CYCLES;2022-07-23;0.0;0.0;18.0;18.0;CBA;CBA;K;7;2022;3;3;CCM
27505;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;116 STATION U;2022-07-23;89.01;89.01;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27505;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;116 STATION U;2022-07-23;0.0;0.0;89.01;89.01;CBA;CBA;K;7;2022;3;3;CCM
27506;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;117 EURL LES 2 CIGO;2022-07-24;7.0;7.0;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27506;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;117 EURL LES 2 CIGO;2022-07-24;0.0;0.0;7.0;7.0;CBA;CBA;K;7;2022;3;3;CCM
27507;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;118 LE COULIN BOULANGERIE;2022-07-24;12.0;12.0;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27507;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;118 LE COULIN BOULANGERIE;2022-07-24;0.0;0.0;12.0;12.0;CBA;CBA;K;7;2022;3;3;CCM
27508;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;119 STATION U;2022-07-24;52.25;52.25;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27508;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;119 STATION U;2022-07-24;0.0;0.0;52.25;52.25;CBA;CBA;K;7;2022;3;3;CCM
27509;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;120 INTERSTATION;2022-07-26;90.0;90.0;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27509;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;120 INTERSTATION;2022-07-26;0.0;0.0;90.0;90.0;CBA;CBA;K;7;2022;3;3;CCM
27510;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;121 RYANAIR;2022-07-26;203.97;203.97;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27510;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;121 RYANAIR;2022-07-26;0.0;0.0;203.97;203.97;CBA;CBA;K;7;2022;3;3;CCM
27511;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;122 LOU CIGALOUN TABAC;2022-07-27;29.4;29.4;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27511;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;122 LOU CIGALOUN TABAC;2022-07-27;0.0;0.0;29.4;29.4;CBA;CBA;K;7;2022;3;3;CCM
27512;606808K;BOISSON;VIE COMMUNAUTAIRE;123 LE CRIQUET BAR;2022-07-27;33.1;33.1;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27512;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;123 LE CRIQUET BAR;2022-07-27;0.0;0.0;33.1;33.1;CBA;CBA;K;7;2022;3;3;CCM
27513;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;124 LA FABRIQUE BOULANGER;2022-07-27;22.85;22.85;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27513;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;124 LA FABRIQUE BOULANGER;2022-07-27;0.0;0.0;22.85;22.85;CBA;CBA;K;7;2022;3;3;CCM
27514;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;125 SUPER U;2022-07-28;43.89;43.89;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27514;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;125 SUPER U;2022-07-28;0.0;0.0;43.89;43.89;CBA;CBA;K;7;2022;3;3;CCM
27515;606803K;SANTE;ENTRETIEN PERSONNEL;126 PHARMACIE ALPILLES;2022-07-29;8.59;8.59;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27515;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;126 PHARMACIE ALPILLES;2022-07-29;0.0;0.0;8.59;8.59;CBA;CBA;K;7;2022;3;3;CCM
27516;606803K;SANTE;ENTRETIEN PERSONNEL;127 DOCTEUR SENTIS MELANI;2022-07-29;25.0;25.0;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27516;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;127 DOCTEUR SENTIS MELANI;2022-07-29;0.0;0.0;25.0;25.0;CBA;CBA;K;7;2022;3;3;CCM
27517;606803K;SANTE;ENTRETIEN PERSONNEL;128 LABOSUD;2022-07-29;23.22;23.22;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27517;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;128 LABOSUD;2022-07-29;0.0;0.0;23.22;23.22;CBA;CBA;K;7;2022;3;3;CCM
27518;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;129 SAINT LOUIS PECHE;2022-07-30;37.05;37.05;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27518;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;129 SAINT LOUIS PECHE;2022-07-30;0.0;0.0;37.05;37.05;CBA;CBA;K;7;2022;3;3;CCM
27519;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;130 SUPER U;2022-07-30;13.45;13.45;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27519;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;130 SUPER U;2022-07-30;0.0;0.0;13.45;13.45;CBA;CBA;K;7;2022;3;3;CCM
27520;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;131 LE COULIN;2022-07-31;14.4;14.4;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27520;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;131 LE COULIN;2022-07-31;0.0;0.0;14.4;14.4;CBA;CBA;K;7;2022;3;3;CCM
27521;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;132 SMJ ALPILLES;2022-07-31;8.37;8.37;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27521;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;132 SMJ ALPILLES;2022-07-31;0.0;0.0;8.37;8.37;CBA;CBA;K;7;2022;3;3;CCM
27522;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;131 AIR SENEGAL SA;2022-07-31;658.42;658.42;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27522;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;131 AIR SENEGAL SA;2022-07-31;0.0;0.0;658.42;658.42;CBA;CBA;K;7;2022;3;3;CCM
27523;401016L;C DIVERS;C DIVERS;169/22 CORA STATION;2022-07-11;0.0;0.0;101.2;101.2;169/22;;A;7;2022;3;3;AC
27523;624800L;CARBURANTS AGRICOLE;CARBURANTS;169/22 CORA STATION;2022-07-11;84.33;101.2;0.0;0.0;169/22;;A;7;2022;3;3;AC
27523;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;169/22 CORA STATION;2022-07-11;16.87;16.87;0.0;0.0;169/22;;A;7;2022;3;3;AC
27524;401016L;C DIVERS;C DIVERS;169/22 CORA STATION;2022-07-11;101.2;101.2;0.0;0.0;CBA;CBA;A;7;2022;3;3;CCM
27524;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;169/22 CORA STATION;2022-07-11;0.0;0.0;101.2;101.2;CBA;CBA;K;7;2022;3;3;CCM
27525;401055L;OMAG;OMAG;170/22 OMAG SAP;2022-07-12;0.0;0.0;43.35;43.35;170/22;;A;7;2022;3;3;AC
27525;624800L;CARBURANTS AGRICOLE;CARBURANTS;170/22 OMAG SAP;2022-07-12;39.41;43.35;0.0;0.0;170/22;;A;7;2022;3;3;AC
27525;445662L;TVA SUR ACHATS 10%;TVA SUR ACHATS 10%;170/22 OMAG SAP;2022-07-12;3.94;3.94;0.0;0.0;170/22;;A;7;2022;3;3;AC
27526;401055L;OMAG;OMAG;170/22 OMAG SAP;2022-07-12;43.35;43.35;0.0;0.0;CBA;CBA;A;7;2022;3;3;CCM
27526;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;170/22 OMAG SAP;2022-07-12;0.0;0.0;43.35;43.35;CBA;CBA;K;7;2022;3;3;CCM
27527;401065L;S DIVERS;S DIVERS;171/22 SAC EN PAPIER;2022-07-22;0.0;0.0;51.83;51.83;171/22;;A;7;2022;3;3;AC
27527;606300L;FOURNITURES AGRI.;MATERIEL;171/22 SAC EN PAPIER;2022-07-22;43.19;51.83;0.0;0.0;171/22;;A;7;2022;3;3;AC
27527;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;171/22 SAC EN PAPIER;2022-07-22;8.64;8.64;0.0;0.0;171/22;;A;7;2022;3;3;AC
27528;401065L;S DIVERS;S DIVERS;171/22 SAC EN PAPIER;2022-07-22;51.83;51.83;0.0;0.0;CBA;CBA;A;7;2022;3;3;CCM
27528;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;171/22 SAC EN PAPIER;2022-07-22;0.0;0.0;51.83;51.83;CBA;CBA;K;7;2022;3;3;CCM
27529;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;78 SUPER U;2022-07-07;20.37;20.37;0.0;0.0;1345406;CHQ;K;7;2022;3;3;CCM
27529;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;78 SUPER U;2022-07-07;0.0;0.0;20.37;20.37;1345406;CHQ;K;7;2022;3;3;CCM
27530;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;79 SUPER U;2022-07-09;229.86;229.86;0.0;0.0;1345407;CHQ;K;7;2022;3;3;CCM
27530;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;79 SUPER U;2022-07-09;0.0;0.0;229.86;229.86;1345407;CHQ;K;7;2022;3;3;CCM
27531;401013L;COOP AGRICOLE FONTVIEILLE;COOP AGRICOLE FONTVIEILLE;172/22 COOP FONTVIELLE;2022-07-11;0.0;0.0;156.9;156.9;172/22;;A;7;2022;3;3;AC
